Country,Month,Year,AvgDailyConfirmed,AvgDailyDeaths,AvgDailyRecovered,Population2020,Per100000AvgDailyConfirmed,Per100000AvgDailyDeaths,Per100000AvgDailyRecovered,avg(AverageTemperature),avg(AverageTemperatureUncertainty)
Afghanistan,2,2020,0.0,0.0,0.0,39074280,0.0,0.0,0.0,3.680838709677419,0.5390967741935485
Afghanistan,3,2020,5.612903225806452,0.12903225806451613,0.16129032258064516,39074280,0.014364700324117175,3.302229959567166E-4,4.1277874494589575E-4,9.275645161290322,0.42087096774193544
Afghanistan,4,2020,65.06666666666666,2.0,8.5,39074280,0.1665204494277736,0.005118456437329107,0.021753439858648707,15.433612903225807,0.41329032258064513
Afghanistan,5,2020,421.96774193548384,6.258064516129032,34.45161290322581,39074280,1.0799117525274524,0.016015815303900754,0.08816953992044334,21.15522580645161,0.4093225806451613
Afghanistan,6,2020,543.3,16.466666666666665,426.76666666666665,39074280,1.390428691200452,0.04214195800067632,1.0921932961187428,25.777709677419352,0.4203225806451613
Afghanistan,7,2020,166.38709677419354,17.161290322580644,367.03225806451616,39074280,0.425822553286186,0.043919658462243306,0.9393193119988804,27.637322580645165,0.41003225806451626
Afghanistan,8,2020,48.193548387096776,3.838709677419355,115.48387096774194,39074280,0.12333828898983366,0.00982413412971232,0.29554958138126136,26.12467741935484,0.3848064516129032
Afghanistan,9,2020,36.96666666666667,1.9,123.33333333333333,39074280,0.09460613648329967,0.004862533615462652,0.3156381469686283,21.301129032258064,0.39916129032258074
Afghanistan,10,2020,69.58064516129032,2.5161290322580645,49.41935483870968,39074280,0.17807275056965943,0.006439348421155974,0.12647540745142247,14.859612903225807,0.4230322580645161
Afghanistan,11,2020,161.63333333333333,8.566666666666666,83.66666666666667,39074280,0.4136565877434807,0.021924055073226343,0.21412209429493434,9.024548387096774,0.4293548387096774
Afghanistan,12,2020,169.41935483870967,12.774193548387096,157.93548387096774,39074280,0.4335827936911689,0.03269207659971494,0.40419294705102116,3.471677419354839,0.4718064516129031
Afghanistan,1,2021,112.80645161290323,6.741935483870968,192.0,39074280,0.2886974542151595,0.01725415153873844,0.49137181798359436,1.4907,0.5155
Afghanistan,2,2021,24.678571428571427,1.5357142857142858,59.07142857142857,39074280,0.0631580963963288,0.0039302433358062785,0.15117726691682756,3.680838709677419,0.5390967741935485
Afghanistan,3,2021,23.870967741935484,1.3225806451612903,72.41935483870968,39074280,0.06109125425199258,0.0033847857085563455,0.1853376564807072,9.275645161290322,0.42087096774193544
Afghanistan,4,2021,109.7,4.7,55.2,39074280,0.2807473355875016,0.012028372627723402,0.14126939767028338,15.433612903225807,0.41329032258064513
Albania,3,2020,10.954545454545455,0.6818181818181818,2.3636363636363638,2877239,0.38073116117727634,0.023696960239249564,0.08214946216273183,8.000419354838709,0.23825806451612905
Albania,4,2020,17.666666666666668,0.5333333333333333,13.933333333333334,2877239,0.6140145697547778,0.01853628889825744,0.4842605474669756,11.684419354838708,0.27203225806451614
Albania,5,2020,11.741935483870968,0.06451612903225806,12.96774193548387,2877239,0.4080973281632484,0.0022422930118859803,0.45070089538908203,16.636709677419358,0.2708387096774193
Albania,6,2020,46.6,0.9666666666666667,19.566666666666666,2877239,1.6196082424852438,0.0335970236280916,0.6800500989548197,20.648709677419358,0.33722580645161293
Albania,7,2020,88.41935483870968,3.064516129032258,48.16129032258065,2877239,3.0730625727897367,0.10650891806458407,1.6738717333728845,23.24477419354839,0.3512903225806452
Albania,8,2020,136.67741935483872,4.096774193548387,72.96774193548387,2877239,4.7502977456804505,0.14238560625475977,2.536033396443044,23.107451612903226,0.3127096774193549
Albania,9,2020,137.86666666666667,3.433333333333333,87.76666666666667,2877239,4.791630680199548,0.11932735978253226,3.05037804181949,18.940354838709684,0.29829032258064514
Albania,10,2020,233.09677419354838,3.935483870967742,107.80645161290323,2877239,8.101404651944048,0.1367798737250448,3.7468716228614736,14.068935483870966,0.27987096774193554
Albania,11,2020,576.9,10.033333333333333,255.33333333333334,2877239,20.050471997633842,0.348713934898468,8.87424831004075,9.078483870967743,0.2991935483870968
Albania,12,2020,649.483870967742,11.96774193548387,476.93548387096774,2877239,22.573163750656164,0.41594535370484936,16.57615109036711,4.998774193548388,0.39567741935483874
Albania,1,2021,639.0645161290323,6.419354838709677,444.83870967741933,2877239,22.211033429236583,0.22310815468265502,15.460610316953835,3.8684333333333343,0.4880999999999999
Albania,2,2021,1037.142857142857,14.857142857142858,798.1785714285714,2877239,36.046461803932765,0.5163680478800287,27.741128610747023,4.739967741935483,0.33338709677419354
Albania,3,2021,580.3225806451613,14.161290322580646,693.483870967742,2877239,20.169425641914398,0.49218331610897276,24.102407584762407,8.000419354838709,0.23825806451612905
