Country,Year,Month,MonthlyNewCases,MonthlyNewDeaths,Percent
Spain,2021,3,95800.0,6317.0,6.594
Spain,2021,4,239724.0,2757.0,1.15
Sri Lanka,2020,4,520.0,5.0,0.962
Sri Lanka,2020,5,970.0,3.0,0.309
Sri Lanka,2020,6,414.0,1.0,0.242
Sri Lanka,2020,7,768.0,0.0,0.0
Sri Lanka,2020,8,234.0,1.0,0.427
Sri Lanka,2020,9,331.0,1.0,0.302
Sri Lanka,2020,10,7283.0,7.0,0.096
Sri Lanka,2020,11,13324.0,98.0,0.736
Sri Lanka,2020,12,19312.0,86.0,0.445
Sri Lanka,2021,1,20858.0,112.0,0.537
Sri Lanka,2021,2,18937.0,148.0,0.782
Sri Lanka,2021,3,9612.0,104.0,1.082
Sri Lanka,2021,4,15440.0,110.0,0.712
Sudan,2020,4,368.0,29.0,7.88
Sudan,2020,5,4425.0,255.0,5.763
Sudan,2020,6,4572.0,286.0,6.255
Sudan,2020,7,2207.0,174.0,7.884
Sudan,2020,8,1610.0,77.0,4.783
Sudan,2020,9,457.0,13.0,2.845
Sudan,2020,10,158.0,1.0,0.633
Sudan,2020,11,4241.0,412.0,9.715
Sudan,2020,12,7455.0,219.0,2.938
Sudan,2021,1,3880.0,339.0,8.737
Sudan,2021,2,967.0,73.0,7.549
Sudan,2021,3,1486.0,183.0,12.315
Sudan,2021,4,2111.0,286.0,13.548
Suriname,2020,4,1.0,1.0,100.0
Suriname,2020,5,13.0,0.0,0.0
Suriname,2020,6,492.0,12.0,2.439
Suriname,2020,7,1135.0,13.0,1.145
Suriname,2020,8,2384.0,45.0,1.888
Suriname,2020,9,843.0,33.0,3.915
Suriname,2020,10,326.0,7.0,2.147
Suriname,2020,11,109.0,6.0,5.505
Suriname,2020,12,898.0,5.0,0.557
Suriname,2021,1,2228.0,32.0,1.436
Suriname,2021,2,491.0,18.0,3.666
Suriname,2021,3,193.0,5.0,2.591
Suriname,2021,4,1241.0,27.0,2.176
Sweden,2020,4,16657.0,2406.0,14.444
Sweden,2020,5,16450.0,1809.0,10.997
Sweden,2020,6,30909.0,938.0,3.035
Sweden,2020,7,11971.0,410.0,3.425
Sweden,2020,8,3957.0,65.0,1.643
Sweden,2020,9,8484.0,85.0,1.002
Sweden,2020,10,31492.0,45.0,0.143
Sweden,2020,11,118774.0,743.0,0.626
Sweden,2020,12,194250.0,2046.0,1.053
Sweden,2021,1,129578.0,2864.0,2.21
Sweden,2021,2,90352.0,1235.0,1.367
Sweden,2021,3,147577.0,639.0,0.433
Sweden,2021,4,168718.0,583.0,0.346
Switzerland,2020,4,12981.0,1304.0,10.045
Switzerland,2020,5,1276.0,183.0,14.342
Switzerland,2020,6,852.0,43.0,5.047
Switzerland,2020,7,3518.0,18.0,0.512
Switzerland,2020,8,6945.0,25.0,0.36
Switzerland,2020,9,11105.0,68.0,0.612
Switzerland,2020,10,100969.0,223.0,0.221
Switzerland,2020,11,172821.0,2518.0,1.457
Switzerland,2020,12,125224.0,2830.0,2.26
Switzerland,2021,1,69024.0,1736.0,2.515
Switzerland,2021,2,33612.0,585.0,1.74
Switzerland,2021,3,46192.0,371.0,0.803
Switzerland,2021,4,58850.0,295.0,0.501
Syria,2020,4,33.0,1.0,3.03
Syria,2020,5,79.0,2.0,2.532
Syria,2020,6,157.0,4.0,2.548
Syria,2020,7,478.0,34.0,7.113
Syria,2020,8,2008.0,69.0,3.436
Syria,2020,9,1435.0,88.0,6.132
Syria,2020,10,1528.0,88.0,5.759
Syria,2020,11,2159.0,129.0,5.975
Syria,2020,12,3547.0,294.0,8.289
Syria,2021,1,2614.0,210.0,8.034
Syria,2021,2,1540.0,106.0,6.883
Syria,2021,3,3321.0,238.0,7.167
Syria,2021,4,3824.0,327.0,8.551
Taiwan,2020,4,107.0,1.0,0.935
Taiwan,2020,5,13.0,1.0,7.692
Taiwan,2020,6,5.0,0.0,0.0
Taiwan,2020,7,20.0,0.0,0.0
Taiwan,2020,8,21.0,0.0,0.0
Taiwan,2020,9,26.0,0.0,0.0
Taiwan,2020,10,41.0,0.0,0.0
Taiwan,2020,11,120.0,0.0,0.0
Taiwan,2020,12,124.0,0.0,0.0
Taiwan,2021,1,112.0,1.0,0.893
Taiwan,2021,2,44.0,1.0,2.273
Taiwan,2021,3,75.0,1.0,1.333
Taiwan,2021,4,98.0,2.0,2.041
Tajikistan,2020,4,0.0,0.0,""
Tajikistan,2020,5,3915.0,47.0,1.201
Tajikistan,2020,6,1970.0,5.0,0.254
Tajikistan,2020,7,1509.0,8.0,0.53
Tajikistan,2020,8,1174.0,8.0,0.681
Tajikistan,2020,9,1186.0,8.0,0.675
Tajikistan,2020,10,1248.0,6.0,0.481
Tajikistan,2020,11,1177.0,4.0,0.34
Tajikistan,2020,12,1102.0,4.0,0.363
Tajikistan,2021,1,12.0,0.0,0.0
Tajikistan,2021,2,0.0,0.0,""
Tajikistan,2021,3,0.0,0.0,""
Tajikistan,2021,4,0.0,0.0,""
Tanzania,2020,4,461.0,15.0,3.254
Tanzania,2020,5,29.0,5.0,17.241
Tanzania,2020,6,0.0,0.0,""
Tanzania,2020,7,0.0,0.0,""
Tanzania,2020,8,0.0,0.0,""
Tanzania,2020,9,0.0,0.0,""
Tanzania,2020,10,0.0,0.0,""
Tanzania,2020,11,0.0,0.0,""
Tanzania,2020,12,0.0,0.0,""
Tanzania,2021,1,0.0,0.0,""
Tanzania,2021,2,0.0,0.0,""
Tanzania,2021,3,0.0,0.0,""
Tanzania,2021,4,0.0,0.0,""
Thailand,2020,4,1303.0,44.0,3.377
Thailand,2020,5,127.0,3.0,2.362
Thailand,2020,6,90.0,1.0,1.111
Thailand,2020,7,139.0,0.0,0.0
Thailand,2020,8,102.0,0.0,0.0
Thailand,2020,9,157.0,1.0,0.637
Thailand,2020,10,215.0,0.0,0.0
Thailand,2020,11,224.0,1.0,0.446
Thailand,2020,12,3155.0,3.0,0.095
Thailand,2021,1,12455.0,14.0,0.112
Thailand,2021,2,6413.0,6.0,0.094
Thailand,2021,3,2832.0,11.0,0.388
Thailand,2021,4,36290.0,109.0,0.3
Timor-Leste,2020,4,23.0,0.0,0.0
Timor-Leste,2020,5,0.0,0.0,""
Timor-Leste,2020,6,0.0,0.0,""
Timor-Leste,2020,7,0.0,0.0,""
Timor-Leste,2020,8,3.0,0.0,0.0
Timor-Leste,2020,9,1.0,0.0,0.0
Timor-Leste,2020,10,2.0,0.0,0.0
Timor-Leste,2020,11,0.0,0.0,""
Timor-Leste,2020,12,14.0,0.0,0.0
Timor-Leste,2021,1,26.0,0.0,0.0
Timor-Leste,2021,2,43.0,0.0,0.0
Timor-Leste,2021,3,491.0,0.0,0.0
Timor-Leste,2021,4,1672.0,3.0,0.179
Togo,2020,4,82.0,8.0,9.756
Togo,2020,5,326.0,4.0,1.227
Togo,2020,6,208.0,1.0,0.481
Togo,2020,7,291.0,5.0,1.718
Togo,2020,8,459.0,9.0,1.961
Togo,2020,9,384.0,20.0,5.208
Togo,2020,10,547.0,9.0,1.645
Togo,2020,11,643.0,7.0,1.089
Togo,2020,12,659.0,4.0,0.607
Togo,2021,1,1441.0,9.0,0.625
Togo,2021,2,1827.0,7.0,0.383
Togo,2021,3,3348.0,25.0,0.747
Togo,2021,4,2718.0,14.0,0.515
Trinidad and Tobago,2020,4,29.0,5.0,17.241
Trinidad and Tobago,2020,5,1.0,0.0,0.0
Trinidad and Tobago,2020,6,13.0,0.0,0.0
Trinidad and Tobago,2020,7,39.0,0.0,0.0
Trinidad and Tobago,2020,8,1590.0,14.0,0.881
Trinidad and Tobago,2020,9,2772.0,54.0,1.948
Trinidad and Tobago,2020,10,1161.0,32.0,2.756
Trinidad and Tobago,2020,11,977.0,12.0,1.228
Trinidad and Tobago,2020,12,481.0,7.0,1.455
Trinidad and Tobago,2021,1,414.0,7.0,1.691
Trinidad and Tobago,2021,2,149.0,5.0,3.356
Trinidad and Tobago,2021,3,313.0,3.0,0.958
Trinidad and Tobago,2021,4,2798.0,27.0,0.965
Tunisia,2020,4,600.0,31.0,5.167
Tunisia,2020,5,83.0,7.0,8.434
Tunisia,2020,6,97.0,2.0,2.062
Tunisia,2020,7,361.0,0.0,0.0
Tunisia,2020,8,2268.0,27.0,1.19
Tunisia,2020,9,14610.0,188.0,1.287
Tunisia,2020,10,41400.0,1052.0,2.541
Tunisia,2020,11,36956.0,1943.0,5.258
Tunisia,2020,12,42371.0,1416.0,3.342
Tunisia,2021,1,69745.0,2078.0,2.979
Tunisia,2021,2,24392.0,1247.0,5.112
Tunisia,2021,3,20741.0,811.0,3.91
Tunisia,2021,4,55101.0,1910.0,3.466
Turkey,2020,4,106673.0,2960.0,2.775
Turkey,2020,5,43738.0,1366.0,3.123
Turkey,2020,6,35964.0,591.0,1.643
Turkey,2020,7,30967.0,560.0,1.808
Turkey,2020,8,39260.0,679.0,1.729
Turkey,2020,9,48530.0,1825.0,3.761
Turkey,2020,10,56704.0,2057.0,3.628
Turkey,2020,11,263480.0,3494.0,1.326
Turkey,2020,12,1569805.0,7135.0,0.455
Turkey,2021,1,268811.0,5112.0,1.902
Turkey,2021,2,224125.0,2576.0,1.149
Turkey,2021,3,615594.0,2968.0,0.482
Turkey,2021,4,1503409.0,8594.0,0.572
UK,2020,4,147000.0,25049.0,17.04
UK,2020,5,103675.0,11729.0,11.313
UK,2020,6,38004.0,5244.0,13.799
UK,2020,7,-9367.0,2389.0,-25.504
UK,2020,8,33290.0,-4615.0,-13.863
UK,2020,9,117765.0,644.0,0.547
UK,2020,10,558947.0,4412.0,0.789
UK,2020,11,618941.0,11900.0,1.923
UK,2020,12,862499.0,15077.0,1.748
UK,2021,1,1331952.0,32745.0,2.458
UK,2021,2,360640.0,16716.0,4.635
UK,2021,3,171155.0,3872.0,2.262
UK,2021,4,72264.0,820.0,1.135
US,2020,4,881986.0,59448.0,6.74
US,2020,5,721395.0,41295.0,5.724
US,2020,6,855052.0,22614.0,2.645
US,2020,7,1929871.0,26175.0,1.356
US,2020,8,1468279.0,30300.0,2.064
US,2020,9,1212599.0,23388.0,1.929
US,2020,10,1935418.0,24299.0,1.255
US,2020,11,4477315.0,39571.0,0.884
US,2020,12,6429031.0,81097.0,1.261
US,2021,1,6147690.0,97248.0,1.582
US,2021,2,2401691.0,65623.0,2.732
US,2021,3,1813466.0,37531.0,2.07
US,2021,4,1884761.0,23737.0,1.259
Uganda,2020,4,39.0,0.0,0.0
Uganda,2020,5,334.0,0.0,0.0
Uganda,2020,6,472.0,0.0,0.0
Uganda,2020,7,265.0,3.0,1.132
Uganda,2020,8,1818.0,29.0,1.595
Uganda,2020,9,5157.0,43.0,0.834
Uganda,2020,10,4366.0,36.0,0.825
Uganda,2020,11,7964.0,94.0,1.18
Uganda,2020,12,14757.0,46.0,0.312
Uganda,2021,1,4363.0,73.0,1.673
Uganda,2021,2,778.0,10.0,1.285
Uganda,2021,3,510.0,1.0,0.196
Uganda,2021,4,999.0,7.0,0.701
Ukraine,2020,4,9761.0,244.0,2.5
Ukraine,2020,5,13266.0,447.0,3.37
Ukraine,2020,6,21582.0,465.0,2.155
Ukraine,2020,7,26150.0,544.0,2.08
Ukraine,2020,8,52728.0,888.0,1.684
Ukraine,2020,9,90314.0,1616.0,1.789
Ukraine,2020,10,184884.0,3178.0,1.719
Ukraine,2020,11,353013.0,5332.0,1.51
Ukraine,2020,12,334654.0,6550.0,1.957
Ukraine,2021,1,174549.0,4579.0,2.623
Ukraine,2021,2,133982.0,3544.0,2.645
Ukraine,2021,3,329501.0,7052.0,2.14
Ukraine,2021,4,399041.0,11467.0,2.874
United Arab Emirates,2020,4,11817.0,99.0,0.838
United Arab Emirates,2020,5,22076.0,159.0,0.72
United Arab Emirates,2020,6,14110.0,51.0,0.361
United Arab Emirates,2020,7,11839.0,36.0,0.304
United Arab Emirates,2020,8,9725.0,33.0,0.339
United Arab Emirates,2020,9,23959.0,35.0,0.146
United Arab Emirates,2020,10,38439.0,76.0,0.198
United Arab Emirates,2020,11,36231.0,77.0,0.213
United Arab Emirates,2020,12,38962.0,97.0,0.249
United Arab Emirates,2021,1,95787.0,181.0,0.189
United Arab Emirates,2021,2,87915.0,371.0,0.422
United Arab Emirates,2021,3,69920.0,276.0,0.395
United Arab Emirates,2021,4,58792.0,90.0,0.153
Uruguay,2020,4,305.0,16.0,5.246
Uruguay,2020,5,180.0,5.0,2.778
Uruguay,2020,6,113.0,5.0,4.425
Uruguay,2020,7,328.0,8.0,2.439
Uruguay,2020,8,331.0,9.0,2.719
Uruguay,2020,9,451.0,4.0,0.887
Uruguay,2020,10,1078.0,10.0,0.928
Uruguay,2020,11,2733.0,19.0,0.695
Uruguay,2020,12,13262.0,104.0,0.784
Uruguay,2021,1,22619.0,255.0,1.127
Uruguay,2021,2,16256.0,172.0,1.058
Uruguay,2021,3,47555.0,366.0,0.77
Uruguay,2021,4,92879.0,1642.0,1.768
Uzbekistan,2020,4,1867.0,7.0,0.375
Uzbekistan,2020,5,1584.0,6.0,0.379
Uzbekistan,2020,6,4880.0,11.0,0.225
Uzbekistan,2020,7,15506.0,115.0,0.742
Uzbekistan,2020,8,17884.0,179.0,1.001
Uzbekistan,2020,9,14824.0,150.0,1.012
Uzbekistan,2020,10,10215.0,96.0,0.94
Uzbekistan,2020,11,6162.0,44.0,0.714
Uzbekistan,2020,12,3966.0,4.0,0.101
Uzbekistan,2021,1,1651.0,7.0,0.424
Uzbekistan,2021,2,1215.0,1.0,0.082
Uzbekistan,2021,3,2943.0,7.0,0.238
Uzbekistan,2021,4,7939.0,20.0,0.252
Vanuatu,2020,11,0.0,0.0,""
Vanuatu,2020,12,0.0,0.0,""
Vanuatu,2021,1,0.0,0.0,""
Vanuatu,2021,2,0.0,0.0,""
Vanuatu,2021,3,2.0,0.0,0.0
Vanuatu,2021,4,1.0,1.0,100.0
Venezuela,2020,4,198.0,13.0,6.566
Venezuela,2020,5,1177.0,-2.0,-0.17
Venezuela,2020,6,4322.0,37.0,0.856
Venezuela,2020,7,12742.0,113.0,0.887
Venezuela,2020,8,28154.0,222.0,0.789
Venezuela,2020,9,28394.0,242.0,0.852
Venezuela,2020,10,16891.0,170.0,1.006
Venezuela,2020,11,10381.0,99.0,0.954
Venezuela,2020,12,11164.0,131.0,1.173
Venezuela,2021,1,13369.0,161.0,1.204
Venezuela,2021,2,12189.0,155.0,1.272
Venezuela,2021,3,21381.0,258.0,1.207
Venezuela,2021,4,37186.0,534.0,1.436
Vietnam,2020,4,58.0,0.0,0.0
Vietnam,2020,5,58.0,0.0,0.0
Vietnam,2020,6,27.0,0.0,0.0
Vietnam,2020,7,203.0,3.0,1.478
Vietnam,2020,8,486.0,31.0,6.379
Vietnam,2020,9,50.0,1.0,2.0
Vietnam,2020,10,86.0,0.0,0.0
Vietnam,2020,11,167.0,0.0,0.0
Vietnam,2020,12,118.0,0.0,0.0
Vietnam,2021,1,352.0,0.0,0.0
Vietnam,2021,2,631.0,0.0,0.0
Vietnam,2021,3,155.0,0.0,0.0
Vietnam,2021,4,325.0,0.0,0.0
West Bank and Gaza,2020,4,225.0,1.0,0.444
West Bank and Gaza,2020,5,104.0,1.0,0.962
West Bank and Gaza,2020,6,1980.0,5.0,0.253
West Bank and Gaza,2020,7,9409.0,74.0,0.786
West Bank and Gaza,2020,8,10892.0,70.0,0.643
West Bank and Gaza,2020,9,17170.0,159.0,0.926
West Bank and Gaza,2020,10,13621.0,172.0,1.263
West Bank and Gaza,2020,11,32127.0,249.0,0.775
West Bank and Gaza,2020,12,52357.0,668.0,1.276
West Bank and Gaza,2021,1,20958.0,433.0,2.066
West Bank and Gaza,2021,2,24650.0,209.0,0.848
West Bank and Gaza,2021,3,58741.0,585.0,0.996
West Bank and Gaza,2021,4,54109.0,622.0,1.15
Yemen,2020,4,0.0,0.0,""
Yemen,2020,5,317.0,78.0,24.606
Yemen,2020,6,835.0,232.0,27.784
Yemen,2020,7,570.0,181.0,31.754
Yemen,2020,8,230.0,73.0,31.739
Yemen,2020,9,76.0,21.0,27.632
Yemen,2020,10,29.0,12.0,41.379
Yemen,2020,11,14.0,6.0,42.857
Yemen,2020,12,22.0,5.0,22.727
Yemen,2021,1,22.0,5.0,22.727
Yemen,2021,2,164.0,19.0,11.585
Yemen,2021,3,2072.0,254.0,12.259
Yemen,2021,4,1960.0,338.0,17.245
Zambia,2020,4,71.0,3.0,4.225
Zambia,2020,5,951.0,4.0,0.421
Zambia,2020,6,537.0,17.0,3.166
Zambia,2020,7,4369.0,127.0,2.907
Zambia,2020,8,6134.0,137.0,2.233
Zambia,2020,9,2662.0,44.0,1.653
Zambia,2020,10,1673.0,17.0,1.016
Zambia,2020,11,1215.0,8.0,0.658
Zambia,2020,12,3078.0,31.0,1.007
Zambia,2021,1,33492.0,375.0,1.12
Zambia,2021,2,24317.0,328.0,1.349
Zambia,2021,3,9884.0,117.0,1.184
Zambia,2021,4,3168.0,43.0,1.357
Zimbabwe,2020,4,32.0,3.0,9.375
Zimbabwe,2020,5,138.0,0.0,0.0
Zimbabwe,2020,6,413.0,3.0,0.726
Zimbabwe,2020,7,2578.0,60.0,2.327
Zimbabwe,2020,8,3328.0,135.0,4.056
Zimbabwe,2020,9,1341.0,26.0,1.939
Zimbabwe,2020,10,529.0,15.0,2.836
Zimbabwe,2020,11,1583.0,33.0,2.085
Zimbabwe,2020,12,3917.0,87.0,2.221
Zimbabwe,2021,1,19521.0,854.0,4.375
Zimbabwe,2021,2,2701.0,246.0,9.108
Zimbabwe,2021,3,793.0,60.0,7.566
Zimbabwe,2021,4,1375.0,44.0,3.2
